review_id,review,Food,Service,Ambience,deal
83,"Thank you, Mobile Yelp App!  Without you, I would have been stuck in Phoenix with no idea of where to find Thai food for lunch that was near a Light Rail station in Tempe!  I arrived at Thai Rama about 11:15 AM.  On entering, there was no indication of waiting to be served and no one visible from the staff, so I selected a table and sat down.  My waitress came to the table and asked if I would be more comfortable at a 2-seat table instead of the 4-seat table I had selected.  Since there were about 25 available tables of various size, I declined and told her I was comfortable where I sat.  There were 3 other tables active in the restaurant, so I did not anticipate the restaurant needing my 4-top before I was done.  The waitress set the lunch specials menu on the table and went to get a glass of water.  The lunch specials menu had 10 options available, but no Som Tom.  I asked the waitress if Som Tom was available and she answered that she did not know what Som Tom was.  She reached for a full menu as I explained that Som Tom is green papaya salad.  She handed me the menu and directed me to the third page for salads.  There, first on the list, Som Tom.  I ordered Som Tom, the yardstick by which I measure every Thai restaurant, 10 spicy (5 makes my nose run, 8 makes my forehead sweat and 10 brings tears to my eyes), leaving off the green beans and shrimp, and jasmine rice.  Waitress asked if I wanted anything else to drink, but I said I would stick with water.  Ambience here is pretty plain...and the paper napkins are not of the highest quality.  The decor reminded me of a formula-type restaurant like an Applebees or Chili's...with a hispanic flair.  I observed the chef as he came out of the kitchen and made a loop around the dining room.  As he walked by, I asked in Thai how he was doing.  He stopped and replied that the day was starting off slow, but that it would be busy soon enough.  Then, he continued back on to the kitchen after wishing me a good day.  About 5 minutes later, my papaya salad was brought to the table.  Portion size was nice, about 2 1/4 cups.  I took a taste and evaluated a 5 spicy.  When the waitress came to ask if I needed anything, I asked for more chili and lime.  She returned quickly with red chili pepper and sliced lime.  I doctored up the order and fell to with a gusto.  For the price, adequate.    Jasmine rice was about a cup, and not too sticky.  The waitress was good about keeping my water glass full...and in Phoenix, that is important!  On completing my lunch, I sat and waited for the waitress to bring my bill.  I saw no one for about 10 minutes, then the chef came out of the kitchen and made another round of the dining room.  He asked me (in English) if I enjoyed my salad.  I answered in Thai that it was not spicy enough, and I was surprised he was using red chili instead of Thai chili.  He chuckled and replied that Thai chili was a little more expensive.  I asked for my check and he said he would send the waitress out.  For the convenience, outstanding!  For the next experience, I will be sure the chef sees me before I place my order.  For the wait on the bill, a little too long.",1,0,0,0
84,"Awesome country club. Great new remodled gym, heated Olympic pool for year round use.  Love the family like atmosphere, plenty of planned family events/pool parties.   Only complaint, wish members who didn't pay for the monthy tennis membership could still rent a court on a need by need basis.   Regardless courts are top notch, great facilities and friendly staff.",0,1,1,0
85,"This is a nothing but pies place...so I was expecting a little bit more oomph...  Dispointing small selection of pie by the slices...also you gotta put in special order ahead of time for the more interesting stuff like Italian Ricotta.    I was going to order something with berries, but the stuff I saw in the case was just runny and wet looking...so I ended up with a black-bottom pie...I really liked the flaky crust and the filling wasn't bad except for the fact that it did taste a bit over refrigerated.    A minor gripe is the airpot coffee...not freshly brewed...despite the espresso machine clearly visibile behind the counter.  The pies are just over $4 per slice and ~$20 per pie.",0,0,0,0
86,"Back from holiday and had some amazing soups that made me reflect back on my experience here.  I have to preface this review with that the owner here is quite lovely and I'm sure has the best intentions, but unfortunately the soup was sorely lacking.  As a proponent of organics, I had my hopes way too high.  Well, first of all it was a bit confusing if we were to order at the counter from a very smudged, unreadable chalk board or if we were to be seated.  The owner appeared from the kitchen and said to have a seat eliminating our initial confusion.  To keep this review to the point, we ordered a smoothie, bland.  A frittata, very small and actually strange as if it might have been cooked in the microwave, need I say more.  Two bowls of soup, one was a bean with kale, unfortunately the beans were not thoroughly cooked and the flavor was not allowed to develop.  The other a red pepper concoction, that another diner suggested, was one dimensional and needed copious amounts of help sprinkled with some love.   When paying these boutique prices one expects and should get a better quality, culinary creation.  These soups needed proper development and herbal infusions that the kitchen obviously lacks.  I would like to offer a suggestion that may help her, so she can spend more time with the soup prep and less time running around the table up front, and that is to consider a different style of service.  The place is so small that she could have customers order from the chalkboard, if readable, and then deliver the orders.  I wish her the best in her endeavor.",0,0,0,0
87,"How does this restaurant generate so many 4 and 5 star ratings?   I know it was on the food channel, but honestly the food was sub-par. Maybe it was just an off day, but I have a feeling it wasn't. The prices were not outrageous, but it wasn't cheap either. The atmosphere was nice, if very cafeteria like.  But the food was way way too ""greasy."" And bland. And my stomach now aches after eating there....",0,0,1,0
88,"I found this little hot spot on Yelp and used my phone to navigate me there; I wouldn't have found it otherwise.  This small establishment is hidden in a neighborhood right off of Historic Downtown Chandler.  It's a quaint little diner with modest décor.  I felt very comfortable there and the service was fast and friendly.  As I looked over the menu the first thing I saw was the Morning Monte and havarti cheese as one of the ingredients.  Cheddar isn't better; it's all about havarti folks!  I needn't look further; I knew that's what I was having.  Hawaiian bread French toast, bacon, turkey, egg and the havarti - absolutely delicious!  Can't wait to come back and bring everyone I know.",1,1,1,1
89,"So Wednesday evening I needed milk and cat food. On my way to the store I realized my stomach was growling. Never a good idea to shop on an empty stomach. A while back in The Savvy Shopper rag in the China Grill ad was a little banner about Wok n Stix being a new location. And because of an event that fell apart this week I had a bug to eat something Asian. So I found it and stopped in.  Chinese fast food. They also have hamburgers and a few other things. I stuck with something I figured I would like, orange chicken ($7.95). It came reasonably quick, was too hot to eat right away. Most of my Chinese fast food consists of Panda Express and Ming Gee. This was much better, in addition to the onions and bell peppers listed mine had mushrooms, celery, sprouts and some other stuff. Service was on styrofoam with plastic utensils. Even though I was eating in the rice came in a take out box which I thought was sorta weird. I still hate eating out alone but at least I wasn't the only person in the place. Each side of the place had a long upholstered bench with tables and chairs that could be slid along to make up different seating and two tables in the middle.  There was nobody being served at the front counter when I was finished so I stopped,picked up a menu and talked to the woman there and found out she is an owner. They have had the place for 6 months and are the same family that owns China Grill not far away.",1,1,1,1
90,"What an unbelievable night we had at Mastro's City Hall Steakhouse. Everything we ate was top notch, the atmosphere is fun, and the service is spectacular. How many steakhouses play Jim Croce, Beatles, and Beach Boys? It's a very welcome change.  It's dark, it's sexy, and it's probably the best steakhouse in Arizona.   The seafood tower featured totally fresh and delicious oysters, crab legs, claws, and huge shrimp. My Kansas City Strip was out of this world and probably the best piece of meat I've had all year. Gorgonzola mac & cheese and sauteed mushrooms were real winners as well. I'm not a dessert person, but the warm butter cake should be illegal it's so good. I was stuffed already when it came to the table, and then I ate all of it.   The only hiccup all night was our seafood tower was short a shrimp, and when I told the waiter don't worry about it he said ok, and then proceeded to bring us a fourth shrimp on it's own bed of ice. It was a really top notch recovery. This place is absolutely amazing.",1,1,1,1
91,"The beer list here is GREAT. Seriously. If you like craft brews, go here.  The food is meh. There are a lot of really interesting combinations, but the execution wasnt the best. The service is also meh. All 8 of us had to be wary when our waitress came around to tell her that so and so needed something too. She would take one or two orders at a time.   Seriously though, the beer is awesome.",0,0,0,1
92,"I know I enjoy food when I think about how good it was later..like days and days later. It has been about a week and I am still craving the Mac n' Cheese I inhaled during my Happy Hour visit. The Macaroni was cooked to perfection, the cheese was the perfect consistency and texture, and the addition of spicy sausage really set the dish apart.   While the service was impossibly slow, every waiter I came in contact with was extremely nice. But nice or not, I was sucking on melted ice for half the night while I waited to get my drinks refilled. No bueno.   The atmosphere was relaxing and casual, and the bathrooms were fabulous!! Well lit, great aroma, and my choice between cloth hand towels or paper. The bathroom had well placed mirrors which made the space feel big and clean.  I will definitely come back, but next time I might sneak in my own drink.",1,0,1,0
93,"- the location is excellent - the food is mediocre, and milder than they advertise - the wait staff is polite and bland.  At several opportunities, they were missing for more than 5 mins. - the bill will be higher than anyone expects  Bottom line:  don't ",0,1,1,0
94,"So your going to Scottsdale via Paradise Valley....or your coming from Scottsdale heading east....your stomach is growling but you don't want the usual...then look no further than Jason's Deli. I was in that situation on Friday night and decided to give this locale a try....and I must say I was not disappointed. I had the Smokey Jack Panini with Smoked turkey breast....guacamole....provolone cheese....lettuce...tomato....bacon on the side which I gave to my wife....LOL...since I don't eat red meat....and Russian dressing. However sandwich was made to order and pressed perfectly on the grill....and the flavor was outstanding. They give you a pickle and homemade potato chips on the side....and I also had some lemonade which comes from a fountain with free refills.   I almost missed out on the free Ice Cream....but I seen people walking around with cones of Ice Cream and I had my wife ask was it free. Indeed it was and we both enjoyed a nice Ice Cream cone....mine was chocolate vanilla swirl...and you can also get it in a cup as well. The service was great and the whole place had a real nice neighborhood feel to it.....I look forward to returning here very soon. Eat, Drink, and be Merry my Friends!!!!",1,1,1,1
95,"""I have no idea why some people give bad reviews about this place. It goes to show you, you can please everyone. They are probably griping about something that their own fault...there are many people like that.  In any case, my friend and I arrived at about 5:50 PM this past Sunday. It was pretty crowded, more than I thought for a Sunday evening and thought we would have to wait forever to get a seat but they said we'll be seated when the girl comes back from seating someone else. We were seated at 5:52 and the waiter came and got our drink orders. Everyone was very pleasant from the host that seated us to the waiter to the server. The prices were very good as well. We placed our orders once we decided what we wanted at 6:02. We shared the baked spaghetti calzone and the small """"Here's The Beef"""" pizza so we can both try them. The calzone was huge and we got the smallest one (personal) and got the small 11"""" pizza. Both were awesome! My friend liked the pizza better and I liked the calzone better. The calzone does have a sweetish sauce but that's how I like my sauce!  We had to box part of the pizza to take it home and we were out the door by 6:42. So, everything was great and not like these bad reviewers. That goes to show you that  you have to try these things yourself because all these bad reviewers have some serious issues.""",1,1,0,0
96,love the gyro plate. Rice is so good and I also dig their candy selection :),1,0,0,0
97,"""Definitely come for Happy hour! Prices are amazing, sake bombers for $3...Great atmosphere and wait staff was incredibly nice and right on to all of our needs, didn't have to ask for a thing They were always spot on...Place gets crowded in the evening especially if you plan on sitting outside. I only wish there were one in Apollo Beach or Brandon!""",0,1,0,0
98,Nobuo shows his unique talents with everything on the menu. Carefully crafted features with much to drink. Start with the pork belly buns and a stout. Then go on until you can no longer.,1,1,0,0
99,Wonderful Vietnamese sandwich shoppe. Their baguettes are great hot out of the oven with butter or in one of their many sandwich choices. They have a modest selection of baked goods along with some of the best egg rolls around. Bring cash or your ATM card as no credit cards are accepted but they have an ATM on premises.,1,0,0,0
100,"""I'm 2 weeks new to Phoenix. I looked up Irish bars in town and found Rosie's. The decor and ambience was outstanding. I went there by myself on a Wednesday night in hopes of finding some friendly folks and that is exactly what happened. I ate dinner at the bar. Marcy was the bartender and she was very friendly and helpful and she introduced me to a whole bunch of people. For dinner I had a Rueben sandwich, which was pretty large and very good. I had a a small Rosie salad as my side and it did the job. I wish it was made with lettuce other than iceburg, but the bacon & eggs & other toppings helped a whole lot. I drank a nice, cold Smithwick's from the tap. Followed that up with 2 vodka tonics and my whole tab was under $25!   The basketball game was on when I first got there. After the game, the jukebox was playing a fabulous mix of the best oldies. Around 10pm a live band played. I didn't catch much of their performance but I did notice that I really like the singer's voice and that's rare for me since I don't typically care for female vocalists.   All the people I spoke to were super nice and very welcoming. I am sure I will see a bunch (or all) of them again and I look forward to that!""",1,1,1,0
101,"""We went here on a Saturday afternoon and this place was incredibly empty.  They had brunch specials going on, including $2 bloody mary's and mimosas, but we were more in the mood for lunch.  Except for the bloody mary, I had to try one.  It came out in a high-ball-sized glass.  Boo!  But it was really tasty. Yay!  The hubby remembered a sign outside the restaurant a few weeks back that said they had Arrogant Bastard, and he got a 22 oz bottle for $4.75.  Hey, that's not fair!!  Next up: the wings.  We were a bit hesitant to order them when the waitress informed us that they are """"seasoned"""" but not sauced, so they can't be ordered hot.  We did ask for them crispy though, and the waitress even asked the cooks to throw them back in for a few minutes when they came out not visibly crispy.  These non-traditional wings were actually pretty damn good.  The seasoning was a little spicy and salty with just a hint of sweet.  If I were in the mood for the tang and kick of Frank's Hot Sauce, these wouldn't cut it, but otherwise they were good enough to go back again for.  My entree was the Tilapia salad, and I was a bit disappointed.  The fish was a bit dry and uninspired. And the greens underneath were overdressed and wilted.  I ate the greens around the fish and picked out the almonds and Mandarin oranges, but I had to leave the mush hiding underneath the fish.  It wasn't bad enough to say I wouldn't go back, but I won't be anxiously awaiting my next trip.""",0,0,0,0
102,"""first time my friend and I went there... it was delicious!  The food, garlic knots our favorite and of course the wine!  We will be going back ALOT!""",1,0,0,0
103,"""I love this place! I have been coming here for ages. My favorites: Elsa's Chicken sandwich, any of their burgers, dragon chicken wings, china's little chicken sandwich, and the hot pepper chicken sandwich. The atmosphere is always fun and the art they display is very abstract but totally cool!""",1,0,1,0
104,"""I love love LOVE this place. My boss (who is into healthy eating) recommended this place. I went over with some highly skeptical friends and one dinner was enough to convert them into believers! The food here is so good! We had the Shrimp dumplings and the Onion tart as starters. We ordered the Shirataki noodles and street tacos as entrees. So also ordered the Kale-aid. All of the dishes were yummy.  I have gone back many times since then and have never been disappointed! I have gone after yoga to get some Kale salad or the chicken chopped salad. I always have to get the Kale aid.  Once, a guy at the next table, uprooted a whole plant by mistake (on the patio) and was highly embarrassed as was his date! Ever since, I have very careful not to throw my arms around as I can be quite clumsy sometimes! I do NOT want to be banned from my favorite place for my clumsiness! I don't think I can live without True Food!""",1,0,0,0
105,"""Came here for breakfast yesterday, it had been years since I have stopped in here and do not remember the entire place having waiter service.  Place was empty at 9am on a Tuesday morning but the atmosphere was casual, this place is pretty much been here for as long as I can remember and I am one of the 2 people that are native to Phoenix.  I always felt it was pricey but I think inflation has caught up since prices seemed normal when I went yesterday.  I loved the chips and salsa, the hot sauce is fantastic with a great spicy kick.  I went with the recommendation of the chile relleno which isn't my favorite but I like going with what waiters say so I gave it a try.  It was great!  Very flavorful and they just put it on the eggs so you can eat it together, the tortillas are fresh and home-made tasting, the hash browns and beans were good too.  I read my newspaper and drank my soda while I enjoyed the whole place to myself....oh yeah, I read some Yelp reviews and bookmarked my next stop too, ha ha.""",1,0,1,0
106,"""Always reliably good.  Great beer selection as well as fabulous """"bitch fizz"""" (ciders, etc.) and cocktails.  Their pizza is outstanding AND they have a healthy menu.  I generally steer clear of chains but this is an exception.""",1,0,0,0
107,Disgusting!  Had a Groupon so my daughter and I tried it out.  Very outdated and gaudy 80's style interior made me feel like I was in an episode of Sopranos.  The food itself was pretty bad.  We ordered pretty simple dishes but they just had no flavor at all!  After trying it out I'm positive all the good reviews on here are employees or owners creating them.,0,0,0,0
108,I went here again when I got back to Phoenix after being gone for six months. This is one of my mom's favorite places to eat and I can understand why. The ravioli and the miso soup are so delicious! The wine was ok and I would recommend one of their elixirs over an alcohol beverage. Still a pretty delicious place to go in Phoenix.,1,0,0,0
109,"""There's two ways to look at this place. One is getting quality food at a good price. The other is getting a lot of food for a cheap price. I prefer the former but those who prefer the latter won't agree with my review.  I thought the scramble I had was okay but nothing fantastic. I definitely didn't care for the biscuits. The food wasn't health conscious at all but if you're looking to fill up with calories and get a good-sized portion then this is your type of place. Also, I am not a fan of the diner-type ambiance... I would rather have something with more character but I'm glad I tried this place out.""",1,0,0,0
110,"""They must have renovated this place in the last year. It is now spacious and airy and there is no longer the dreaded """"hover over a table to get a seat"""" necessity.  It now reminds me much more of the dreaded """"Panera Bread"""" chain in California, but the food is still much better and has much less of a """"mass produced"""" feeling and taste.  The service (management, staff etc) were extremely attentive and responsive to requests as well as keeping the place extremely well clean and cleared.  I love carbs...Carbs with carbs and a side of carbs.  They serve warm syrup with their pancakes (yum!) and their bread is just amazing.    The """"side of pancakes"""" is plenty big for a meal and they are always consistent, fluffy, and tasty.    They offer both a dark roast and a house roast for coffee and all the powdery loveliness (cinnamon, nutmeg, cocoa) to top it off just right.  Today, before returning to the land of freeways and smog and eternal sunshine(well, the other land of that anyway) we enjoyed their peppermint hot chocolate. I would highly recommend that you run on it and have this frothy goodness before the holiday season ends!""",1,1,0,0
111,"""This Mexican food is very simple, slightly bland, but fairly fresh. The chicken is chopped up into tofu-looking squares. But I was satisfied with the food, which was fairly healthy Mexican food as Mexican food goes. The staff is quite polite. I met some cool people hanging out there while I sat outside.""",1,1,0,0
112,"""Decor  functional  Staff friendly and are really kind to our toddler food rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else, hey it's not my fault these are so good that I didn't want to risk anything lesser.   Prices are a bargain for entrees,  spice is there, they really get the request to make it very very hot.   This is probably the best bargain  in North Phoenix for  spice hounds""",1,1,0,1
113,"""This Place just opened up next to the salon I work in. AMAZING! They hit the ground running,   It's a deli style, where you order at the counter and they bring you the food. I had the Grayhawk Turkey Club and the turkey was great! No packaged crap here. It was thick sliced and probably rotisserie. For the side I had sweet potato tater tots. DELISH! The have regular fries, sweet fries, tater tots, onion rings, etc.   Great looking salads, Chicago-style dogs, gourmet burgers and yummy sounding mac and cheese.   The only thing keeping it from 5 stars is the price. It's great for dinner, but a little steep for a work day lunch.""",1,0,0,0
114,"""Solid food, great device, and casual environment.  They will not leave you hungry.  Overall, it's really good.""",1,1,1,0
115,"""my son really enjoys islands, great food, casual kid freindly atmoshpere we go here quite a lot and seem to keep coming back""",1,0,1,0
116,"""I was seated at the bar. A very nice young man was working the bar an provided good conversation.  I was offered a DELICIOUS chicken, bacon, bleu cheese amuse. Yum!  I ordered a pine nut pesto pizza, which wad delivered by the chef! :)  The crust was perfect! Thick enough for structure and substance, but thin enough to """"hide"""" behind the flavors of tomato and pine nut pesto. The cheese was also just right.  Delicious!  I also had the chicken panini, which was fantastic! The bread was a bit hard, but I think I was too busy talking and let it sit too long.  All in all I'd definitely recommend L'Academie if you're in that area of Scottsdale.""",1,1,0,0
117,"""After watching her win on Cupcake Wars I was determined to find this place (It's very well hidden)and sample the cupcakes.  I have to say I was not impressed; i make better cupcakes on my own.  More creative and not so sweet you'll go into a diabetic coma.  i did have a California BLT as well and it was a good sandwich although the bread was a little too toasted for my liking.  The staff was friendly, the ambiance was very pleasant and it was clean.  But the cupcakes...really not all that.  Sorry....""",0,1,1,0
118,Good for an easy and leisurely business lunch or outing with the girls.  The market downstairs is great for takeout and a great selection of bakery treats.,1,0,0,1
119,"""After my last review, somewhat scathing regarding the burgers, I got an invite from the management to come down, meet the chef and give him another try.  I thought to myself, """"how nice"""", they read my review and they are concerned about the quality of their product.  I think that is admirable.  I did not take them up on the offer, because I don't feel that would be appropriate - I'm interested in doing yelp reviews because I have benefitted from reading the reviews of others, and I want to share my thoughts and feelings too :-) - I'm not looking for freebies.  So, anyway, last friday seemed like a good day to walk over to LGO and see what's shakin.  I grabbed my growler jug (still the best deal around) and the wife, called a friend to join us for a beer and walked on down to the corner.  The evening was a bit on the warm side, but it was quiet and about the normal buzz of busyness for this corner.  It's always kinda crazy and we like to sit on the patio to watch the manic drivers race around trying to find parking.  We went into the store and the wife ordered a grilled-fish sandwich.  I nervously ordered a cheeseburger with fries.  After placing our orders and getting warned that we needed to be around to pick them up, I moseyed over to the bar to get my jug filled with Stella.  Did I mention that this is an awesome deal?  So, we got some glasses and headed out to the patio.  Soon afterward, they called our name and we got our grub.  My wife's fish sandwich was consumed with muffled oooh's and ahhhhs', and she raved about the perfect texture, grilled flavor and delicious, fresh multi-grain bread.  She also raved about the slaw that came with it.  I think she liked this sandwich.  The burger, on the other hand, is still a disappointment.  I ordered it Medium Rare (the only way to order a burger) and kudos to the woman for not warning me about undercooked meats - I'm aware.  really. And I asked for cheese and put it on a hamburger bun.  It came open-faced with a pile of coarsly shredded mild cheddar cheese.  It had the appropriate veggies - lettuce, pickle and tomato, red onion slices and the special sauce.  With a pile of limp matchstick fries on the side, it was a big pile-o-food.  The portion was impressive.  That's about where it ended for me.  The burger was overcooked and the pile of shredded cheese is a bit off-putting.  It's impressive, I'll give 'em that, but a big pile of cold, shredded cheese just doesn't work for me.  The cheese needs to be melted.  A good burger has the cheese melted.  at least some.  Lot's of cheese can be fun, but it overpowers the rest of the flavors and tends to cool the burger quickly.  I scraped off about two-thirds of the cheese - enough to make a cheese crisp if I had a tortilla, and put the burger together.  Flavor was so-so.  After I added some salt and pepper, flavor was just a little better than so-so.  Burger was cooked to med-well, but still juicy.  The veggies were fresh and crispy.  A side of mayo for dipping the fries in is required for me.  I like my fries Belgian style.  The bun was a little dry and on the edge of stale, but not bad enough that I could not eat it still.  Overall, I stand by my original review of the burgers here.  I realize LGO is trying to stand out with a """"different"""" presentation, and I applaud the effort, but I think it needs a bit more work to stand out at a time when everybody is doing burgers.  The fries were sub-par, limp and forgettable.  The ambiance, however, is what brings us back.  Sitting on the corner patio, sipping a beer, having a great conversation and watching the show all around me is a great way to wind down on a warm Friday night.  LGO - keep working on the burger, I'll keep coming in, but I think I'll stick with the wings for now.""",1,1,0,0
120,"""Cliff notes - Cheap: $1-2/plate - Fast: It's ready-to-go and on a conveyor - Acceptable quality: I'm here weekly and haven't gotten sick lol  This place is definitely good for what it is, """"it"""" being a budget-friendly sushi place that's great for a quick bite.  In a response to the lower-rating reviews stating how the food is just okay at best or authentic or blah blah blah, well think of it like wal-mart vs. *inserthighendretailerhere*.  This place has a business model based on selling in large volumes (hence the low prices like wal-mart) so they're gonna have to """"reduce costs"""" somehow (so-so quality food, not-so-attentive staff, and slightly smaller than average portions), but it's still a solid bang-for-your-buck kinda place.  On top of this, I can be in and out quickly since everything is already prepared, perfect for those quick 30 min lunch breaks.  All that's required is for you to grab it off the conveyor (depending on whether or not all the items you want are on the conveyor at the time).   I've never had issues with seating, but do not make a point to go during peak hours and usually go with a small party (2-4 people).  For those claiming to be """"left to fend for themselves"""" due to an inattentive staff, most of your sushi-related inquiries can be answered by this thing called """"the menu"""" that sits on the counters.  See, this miraculous piece of technology contains things referred to as """"descriptions"""" on them that help to inform you about the sushi going round-and-round before you.  Furthermore, there's even a pricing guide based on the color code of the plates to assist you further! WOW! Lol wtf do people expect for $1-2 plates of sushi?  Someone to hold your hand? LOLOLOLOLOLOLOL DIAF  And the cherry on top? $4 large japanese beers and $5 sake bombs! HELL YEAH!""",1,0,1,1
121,"FINALLY a decent place for breakfast and lunch in this area!!!  Whoopee!    This Hot Bagels & Deli is very similar to the HB&D at 59th and the 101Hwy and the one up at Carefree and I17Hwy.  Same great menu and the same set up.  The only bad thing about this location is they are in the most hidden area of the Walmart Neighborhood Market strip center so unless you see their sign or search for them on Yelp, you may bot notice them.  Service~ they are new, still ironing out some kinks but all in all it was good service.   Food~ Some of the best bagels you'll find in and around Phoenix metro. We had an issue with their pumpernickel bagels missing some of the ""pumper"" in the nickel (meaning it was too light and did not have that solid~dark brown pumpernickel taste).  It was very good though especially with a fried egg and sausage!  Their lox and slice nova is very good and so is their coffee.  They use a Kona blend that taste more like Kona than most other blends.  They use only Boars Head products and they make their bagels fresh onsite.  I look forward to seeing this new small business grow and become as popular as the other HB&D's I mentioned.  I am SO GLAD to see them open in this area that is struggling with a decent place to eat breakfast!!  I hope to see you there.",1,1,0,0
122,"Stopped in to grab a couple coffees and a bagel sandwich one Saturday mid-morning. The place was packed! I ordered a plain bagel with ham & cheese (no egg), but when I opened it up, there was egg. :( That's okay, they were super busy and I know it happens. They use Boar's Head deli meats, which are delicious. For being a bagel joint, they have quite an extensive menu. Various cold & hot sandwiches, breakfast burritos, and sweet treats. They also sell their meats, cheese, flavored cream cheeses, and a few other items by the pound. They are a little hidden, at the far east end of the center, behind Bank of America, but it seemed obvious that it wasn't hard to find for all the people there!",1,0,0,0
123,Absolutely love this place.  The bagels are made in house.  They are amazing!  The asiago is heavenly.  They use Boars Head meats too.  They are not shy with the meat when they craft your sandwich.  I usually eat half for lunch and the rest later.  It is quite filling and yummy.  They even have a bagel dog that is fabulous.  Breakfast sandwiches rock.  My children love this place as well.  The staff is very friendly and always happy to see you.  It doesn't get any better than this.,1,1,0,0
124,"You can not go wrong with this place, any bagel sandwich you can possibly order is amazing.  I usually decide to try new things, and i am not close to running out of combination, the owners/staff are amazingly helpful and are some of the most friendly and people in the biz.  Try a turkey, bacon, egg, and cheese on a jalepeno bagel.. awesome   And to ""dennis c."" maybe you should not order the salt bagel next time, just a thought.",1,1,0,0
125,"Love this place!  I'm so glad they opened up in the neighborhood!  Before that, I used to drive down to their 59th Ave & Behrend Dr location (also great) for my bagel fix.  The bagels here are huge, delicious, and very reasonably priced.  IMO, best in the Valley.  My husband and I are fans of the breakfast sandwich combo (choice of bagel, breakfast meat, egg & cheese, with coffee or a soda.)  I love mine with Taylor ham, egg, and cheese.  So good.  Also great getting a bagel and cream cheese.  My sons love the frosted cinnamon rolls.  I keep meaning to try the other sandwich offerings on the menu, but every time I walk in I just end up ordering bagels.  :)  Highly recommended!  I hope this place stays around for a long, long time.",1,0,0,0
126,Food was okay. Service was good.,1,1,0,0
127,"Can't believe that I have not tried this place yet...right around the corner from my house! What a little gem.  Food was great (we had breakfast) - great selection of bagels (all were fresh). I would and will be going back. This is my new quick stop place! They are FAST at filling orders too.... so no wait time! And, as others have mentioned --- the bagels are HUGE!  LOST STAR - the sitting area was not ""clean"". I had to clean my own table. This is hot button for me. I expect to be able to come in, order, and sit down at a clean table. The place was not that busy - so they just need to come out and clean every once in a while.",1,0,0,0
128,"Am I back in NJ??? I almost thought so after purchasing a dozen bagels for take-home after eagerly awaiting this Bagel spot to open. Yes, they are the same bagels I grew up on back east -- big, chewey yet crisp and full of seeds -- unmatched by any other bagel shop I've tried in AZ. So why not 5 stars? I still have to try their other items, and see how open they are to suggestions of making other types of bagels -- a black Russian??",,,,
129,Went in one time. Bagels are way too salty!! Literally made me sick to my stomach. Never again!,0,0,0,0
130,"I stopped in earlier this week just to try a bagel and my verdict is it was good and so far was the closest to a good bagel that I've tried so far. The biggest difference really was the size these bagels here are double the size of others I've had . My first bagel here was the asiago . The asiago was a plain bagel baked with asiago cheese on the top that melts threw the middle and settles on the bottom .   The Bagel was good and would be four stars for just bagels and cream cheese  and lox .   Yesterday a group of us went for sandwiches , two people had the Italian Hero's , one person had Liverwurst ( yes she did ! and she was thrilled to eat it ((not for me)) and I had pastrami on rye . The pastrami is boars head brand sliced thin so you know what that taste like it's not like a fresh cooked pastrami to me but it's ok and the rye bread is your typical Arizona rye that doesn't taste or have the texture of fresh baked rye bread from a bakery . Don't take what I said the wrong way , I am not saying anything was wrong with this sandwich , it was OK . I purchased a bagel and lox for latter , it is Adam Richman SLIDER SIZED it wickedly large , even if I only eat half I am not sure I can open my mouth big enough to eat it . (see photo)   I just ate half of the lox and cream cheese sesame bagel,Gosh! it was good and wasn't in the same category as the pastrami sandwich , This place is truly between a 3 and a 4...... The bagels should be smaller so you can enjoy a whole sandwich as a bagel .  BUT, You might need to examine your Italian hero if you buy one because the casing wasn't removed on the pepperoni in the sandwich and had to be removed before eating .  Besides BIG BAGELS and a million different cream cheeses they make , breakfast , cold & hot sandwiches , Wraps , and they sell deli items buy the pound . This business is a great addition to this part of town even with the Arrowhead location only a few miles away .  as a slight update,1-2-12 I went back and purchased  an assortment of bagels some were very dense and not made correctly so I had to throw them out because you couldn't eat them. When you look at the case if you see smaller bagels they are most likely going to be very dense.",1,0,0,0
131,Ordered Italian hero on a sub to go. Bread was so stale it was inedible. Can't just run a sandwich shop on boars head meat alone. Gotta have fresh bread too. Cmon.,0,0,0,0
132,Wow what a fine this place was.    -Fresh bagels -Tons of cream cheese options -fresh ground coffee  I had a lox and plain cream cheese bagel and it was terrific.  They didn't skimp on the lox at all which was great.  I couldn't even finish the whole thing.    I will for sure make a trip back to this place when I'm on this side of town.,1,0,0,0
133,"I didn't know what to expect coming to a pizza place that has gotten rave reviews from people in Arizona. I didn't know what would come of a chain pizza restaurant. Was it going to satisfy my East Coast palette? Or was I going to be left to wallow in an endless craving for the perfect slice, set off once again by sub-par sauce, thick and chewy crusts, and a goop of who- knows- what- kind- of- over- processed- cheese beginning to line my arteries.   This is a different kind of pizza. This is not the ""peasant pizza"" I am used to liking. This is also not the gourmet type you would find at Pizza Picasso. This is a kind of hybrid brand.   Unlike the Prius I rented on my most recent trip to New York, I liked it.   The sauce was tangy and ubiquitous. The cheese was light and tasty. Most of all the crust impressed me with its slightly sweet taste, perfectly complimenting the sauce and cheese combination.   I also ordered a bowl of the soup of the day, which was tomato. Tasty.   I'll be back, but not when I'm craving a NY slice. When I'm feeling a little fancy, I'll be back at Sauce.",1,0,0,0
