review_count,new_id,city,rating,restaurant_name,longitude,restaurant_id,full_address,state,latitude 
9,1219,Phoenix,2.0,McGrath's Fish House,-111.9300279,0xusOkLdNpGZvXmuquFRMg,"7000 E Mayo Boulevard
Phoenix, AZ 85054",AZ,33.6556844
11,1220,Tempe,4.5,Chix Char Broiled Grill,-111.924806,vwcrtzGmBpQEfK-1xlrmyQ,"933 E University Dr
Tempe, AZ 85281",AZ,33.42135
5,1221,Chandler,2.5,Gennaro's,-111.8408778,DAAEXhSScuMAPKbZlY17LQ,"4015 S Arizona Ave, Ste 1
Chandler, AZ 85248",AZ,33.2467202
7,1222,Phoenix,3.5,Ninja Bowl,-112.103672,pwsPmCKDMJQ9jTpdQFjFTA,"2040 W Deer Valley Rd
Ste A
Phoenix, AZ 85027",AZ,33.68439
4,1223,Phoenix,3.5,Lydias La Canasta  Mexican Restaurant,-112.1132951,LM9d5wQcVqh97g7qpCQ88A,"2501 W Van Buren St, Phoenix
Phoenix, AZ 85009",AZ,33.4509281
21,1224,Peoria,3.5,Smashburger,-112.2690576,KT_r7qwU8sSfcR31zETGkg,"9918 W Happy Valley Rd
Suite 1030
Peoria, AZ 85383",AZ,33.7108219
5,1225,Chandler,2.5,Melted Cheese Kitchen,-111.8583082,YLeyLOQPUtadlOfVL4Bviw,"4995 S Alma School Rd
Ste 1
Chandler, AZ 85248",AZ,33.2329052
80,1226,Phoenix,3.5,Los Dos Molinos,-112.059954,ho4Te6bO2tGs56h9PF2vuA,"1010 E Washington St
Phoenix, AZ 85034",AZ,33.448717
6,1227,Phoenix,3.0,Del Taco,-111.977144,UNFcMOWOsr9ilM6lqXIC6w,"4926 E Chandler Blvd
Phoenix, AZ 85048",AZ,33.30582
7,1228,Chandler,2.5,Phoenix Palace,-111.874965,LI8-xzJrr27hOhzMtRTW2Q,"1949 W Ray Rd
Ste 23
Chandler, AZ 85224",AZ,33.319395
298,1229,Phoenix,4.0,Ticoz Resto-Bar,-112.0653185,FUI-hWH_bpis7AKZTWenUQ,"5114 N 7th St
Phoenix, AZ 85014",AZ,33.5116737
5,1230,Phoenix,3.0,Katz Delicatessen & Sandwich Shop,-112.0740123,5W0WLaM5gue42MQPpcB0lw,"5144 N Central Ave
Phoenix, AZ 85012",AZ,33.5127699
18,1231,Scottsdale,4.5,The Painted Horse Restaurant,-111.860187,ld9OqTALe6LRnHyFFThMZg,"10989 E Dynamite Blvd
Ste 103
Scottsdale, AZ 85262",AZ,33.750575
67,1232,Phoenix,3.5,Takamatsu,-112.1490084,Ou21lwEBBlUNG3JRAFWFAA,"4214 W Dunlap Ave
Phoenix, AZ 85051",AZ,33.5676657
63,1233,Phoenix,4.0,Culver's,-112.0984072,8T8B_xK10FuO6MBOFcVQ3w,"1825 W Deer Valley Dr
Phoenix, AZ 85027",AZ,33.6836757
7,1234,Surprise,4.5,Peter Piper Pizza,-112.3373424,fecYnd2_OTDECk7bd6GOFw,"12851 W Bell Rd
Ste 20
Surprise, AZ 85374",AZ,33.6381341
11,1235,Chandler,4.0,China Way Restaurant,-111.858667,k83LpHfy9j05POm4rxBVSA,"3021 N Alma School Rd
Chandler, AZ 85224",AZ,33.35096
22,1236,Chandler,3.5,Jeepney Bistro,-111.8592278,yC3ydbHAJTZ22FZp4LynFg,"2390 N Alma School Rd
Chandler, AZ 85224",AZ,33.33861
9,1237,Scottsdale,3.0,Social Tap,-111.9235067,8Fx-K9dIZz_buBZcEvkeRw,"7318 E Stetson Dr
Scottsdale, AZ 85251",AZ,33.499735
42,1238,Scottsdale,3.0,Sandbar,-111.927632,hsOnzcy8mFbUvIWFC1agoQ,"10050 N Scottsdale Rd
Scottsdale, AZ 85253",AZ,33.577691
11,1239,Chandler,2.5,International House of Pancakes,-111.8567868,3YATaNAGANoFneE-4KK-JQ,"935 W Elliot Road
Chandler, AZ 85225",AZ,33.3497166
38,1240,Scottsdale,4.0,The Cider Mill Gourmet Market & Sandwich Shop,-111.925028,zw2iJahOnSxlzmRlF4al6g,"7240 E Main St
Ste C
Scottsdale, AZ 85251",AZ,33.493385
4,1241,Phoenix,4.0,Grill Wrap Cafe,-111.979651,38TiseZcVyypjNzuOROOWQ,"4804 E Chandler Blvd
Ste 108
Phoenix, AZ 85048",AZ,33.305766
66,1242,Peoria,4.0,Blu Burger Grille,-112.2705607,5_tsOGJQDDl9iKOr8K79Rw,"9828 W Northern Ave
Ste 1705
Peoria, AZ 85345",AZ,33.5514432
20,1243,Paradise Valley,2.5,Garduno's Margarita Factory & Blue Agave,-111.96828,-IEBe1UpCz8-dTAp8_fClw,"8787 N Scottsdale Rd
Ste 102
Paradise Valley, AZ 85253",AZ,33.546
10,1244,Tempe,3.5,Shalimar Country Club,-111.89743,urrL01OBJDVuKiZ_GvT-EA,"2032 E Golf Ave
Tempe, AZ 85282",AZ,33.397228
4,1245,Phoenix,2.0,Julioberto's,-112.070152,sCa3a9H2Wz-HPL4NC8D3xA,"229 E Dunlap Ave
Phoenix, AZ 85020",AZ,33.567479
3,1246,Phoenix,4.5,Chompie's,-112.013151,cM_Pgssgemse4PefTNnvrw,"3202 E Greenway Rd
Ste 1281
Phoenix, AZ 85032",AZ,33.6283281
5,1247,Goodyear,2.5,Taco Bell,-112.392713,KiCFtB4Y-wNLmPPjefLeJg,"1740 N Pebble Creek Pkwy
Goodyear, AZ 85338",AZ,33.466401
21,1248,Gilbert,4.0,Paradise Bakery,-111.74390364307,ix0DXMpqXzT1JBDfeYuvEA,"2156 E Williams Field Rd
Ste 101
Gilbert, AZ 85296",AZ,33.308653617857
31,1249,Mesa,3.5,Copper Kettle-Salads Balti & Taandoori Grill,-111.8761389,H-99nG_KfynWPXh84TKj8A,"1941 W Guadalupe Rd
Ste 102
Mesa, AZ 85202",AZ,33.362719
3,1250,Chandler,4.5,Jimmy John's,-111.84252166748,T1yCCJecXAN7dDwO27_0jw,"2170 N Arizona Ave
Chandler, AZ 85225",AZ,33.3395385742188
39,1251,Phoenix,4.0,My Mother's Restaurant,-112.0999122,s5roBvbA79SQaO4FHkJgGw,"4130 N 19th Ave
Phoenix, AZ 85015",AZ,33.4956035
38,1252,Chandler,3.5,Carrabba's Italian Grill,-111.9686247,cKxXBvOithS-Ic5KnhEKrg,"1060 North 54th Street
Chandler, AZ 85226",AZ,33.3208915
20,1253,Phoenix,4.5,New Tokyo Food Market,-112.1333594,pWPzxPPXN4IqI7RUU_8KKw,"3435 W Northern Ave
Phoenix, AZ 85051",AZ,33.5529745
38,1254,Phoenix,3.0,Chick Rotisserie & Wine Bar,-111.9956764,Rj5gyaRIIwDX_OJa1LlE4A,"3943 E Camelback Rd
Phoenix, AZ 85018",AZ,33.5097951
9,1255,Phoenix,4.0,RiteWay Catering & Food Truck,-111.890108509272,v_fV3nYIZQRGBdRL9jXeAQ,"Phoenix, AZ 85004",AZ,33.5691016365423
82,1256,Scottsdale,4.5,Mastro's Steakhouse,-111.8899216,QKGZajo_Xm6AW3lHkU9Mmg,"8852 E Pinnacle Peak Rd
Scottsdale, AZ 85255",AZ,33.6987337
31,1257,Phoenix,3.0,Clarendon Kitchen + Bar C4,-112.079081,tvyOw9dBJ-ds5fEXMTjzfQ,"401 W Clarendon Ave
Phoenix, AZ 85013",AZ,33.49112
4,1258,Tempe,2.0,Denny's,-111.9598315,xjNrD2KlDvY2mA1JceVCZA,"1343 W Broadway Rd
Tempe, AZ 85282",AZ,33.4071871
5,1259,Phoenix,4.0,Ippei,-111.9300279,omxi9nCCCM9OXVGsQQ1L5w,"7000 E. Mayo Blvd
Ste 190
Phoenix, AZ 85054",AZ,33.6556844
31,1260,Glendale,4.0,Siamese Kitchen,-112.1528407,XguGFMUSEMz4wx_2G-otyA,"4352 W Olive Ave
Glendale, AZ 85302",AZ,33.5674562
13,1261,Mesa,3.5,Dooby's Grill Cafe,-111.8763611,cDrqjvg2KEyJm3QS3KAJ2Q,"2909 S Dobson Rd
Mesa, AZ 85202",AZ,33.3624072
9,1262,Mesa,2.5,Filibertos Mexican Food,-111.752994060516,es5oJtSvYWy9NxILlARMSg,"3636 E Baseline Rd
Mesa, AZ 85206",AZ,33.3794674449711
24,1263,Glendale,4.0,Cracker Barrel,-112.260068,mQUC-ATrFuMQSaDQb93Pug,"9312 W Glendale Ave
Glendale, AZ 85305",AZ,33.538096
3,1264,Scottsdale,4.0,Subway,-111.9082381,Oex3VZYYYHSQRHIlgoHnLA,"6977 N Hayden Rd
Scottsdale, AZ 85250",AZ,33.5375264
6,1265,Phoenix,4.0,Golden Panda,-112.0995217,pa_Ft6pLLWo-w_iopBsu0g,"13849 N 19th Ave
Phoenix, AZ 85023",AZ,33.6123561
65,1266,Phoenix,4.0,Ruth's Chris Steak House,-112.0342897,iDoigI3605ixHl_qHly3Tg,"2201 E Camelback Rd
Ste 106-A
Phoenix, AZ 85016",AZ,33.5088428
17,1267,Glendale,4.5,Maui Wowi Hawaiian Coffee & Smoothies,-112.186721,9cmq0_NV08ejfNsSgr2c-Q,"5929 W Peoria Ave
Ste 105
Glendale, AZ 85302",AZ,33.581473
52,1268,Tempe,3.0,Cafe Wasabi,-111.9091205,rwQIBAM_kHtVl1Ks8Flexw,"3223 S McClintock Dr
Tempe, AZ 85280",AZ,33.3939224
140,1269,Phoenix,3.0,Golden Buddha,-111.9878697,jbKVbSz51F8IcewsiRQu4A,"668 N 44th St
Phoenix, AZ 85008",AZ,33.4552907
27,1270,Phoenix,4.5,Luu's Chicken Bowl,-112.0133842,iPxUYvC8tgt5rBr-IZlSeg,"10876 N 32nd St
Phoenix, AZ 85028",AZ,33.5849412
71,1271,Scottsdale,4.0,Yume Sushi Grill,-111.9253385,nKrK1aK2uWtL57Q3ShH6Hg,"16459 N Scottsdale Rd
Ste 119
Scottsdale, AZ 85254",AZ,33.6355242
24,1272,Wickenburg,4.5,El Ranchero Restaurant,-112.7428224,x55m0oB4eVv6pCnxR_9K4g,"683 W Wickenburg Way
Wickenburg, AZ 85390",AZ,33.9662303
4,1273,Mesa,3.5,Hot Dog on a Stick,-111.86058,uah5bJG_bYhHFe0p1t1m0w,"Fiesta Mall
1445 W Southern Ave, Space 2109
Mesa, AZ 85202",AZ,33.3892
132,1274,Scottsdale,3.0,Chompie's Restaurant & Bakery,-111.882346097728,IM-9thHqQbBK5tX5MfTzBQ,"Mercado Del Rancho Center
9301 E Shea Blvd
Scottsdale, AZ 85260",AZ,33.5822419728561
6,1275,Laveen,4.5,Water & Ice,-112.169054,Bdwv20CSRQ6hGlkQtn67xw,"5115 W Southern Ave
Laveen, AZ 85339",AZ,33.391334
11,1276,Tempe,3.5,Einstein Bros Bagels,-111.911785,bygCmRIxMiLjs66Qf3whSA,"6350 S McClintock Dr
Tempe, AZ 85283",AZ,33.364213
25,1277,Mesa,4.5,Old El Paso Tamales,-111.8153347,A9TCNsHFQvRcsZ6zOB7Xxg,"730 E Brown Rd
Mesa, AZ 85203",AZ,33.4356882
57,1278,Mesa,3.5,Cracker Barrel Old Country Store,-111.86769035699,AIN4FSq5ZM4Il5BzXzMNXg,"1007 N Dobson Rd
Mesa, AZ 85201",AZ,33.434845147585
96,1279,Phoenix,3.5,Honey Bear's BBQ,-111.973603,xfk9eY8gmwn8qsbyd-W6lQ,"5012 E Van Buren St
Phoenix, AZ 85008",AZ,33.4514039
83,1280,Scottsdale,4.0,Grimaldi's,-111.8904749,x4L42igQPv4TFlqGR2Wthg,"20715 N Pima Rd
Scottsdale, AZ 85255",AZ,33.6729823
19,1281,Scottsdale,3.5,Paradise Bakery & Cafe,-111.927127,TisnIBR2lMvT1DMC95_eHg,"7145 E Indian School Rd
Scottsdale, AZ 85251",AZ,33.494651
184,1282,Scottsdale,4.0,Mastro's Ocean Club,-111.9307637,oXKPSI-RUqOvmuSCh_DEQQ,"15045 N Kierland Blvd
Scottsdale, AZ 85254",AZ,33.6241241
5,1283,Phoenix,3.5,Sonic,-112.101067,H3IBlFr4WTmMupkUcX7cDA,"1919 W Deer Valley Road
Phoenix, AZ 85027",AZ,33.683286
5,1284,Scottsdale,3.0,Schlotzsky's,-111.8859721,VjzclBdSXmf6uNrD0DG2bg,"10070 N 90th St
Scottsdale, AZ 85258",AZ,33.5775051
38,1285,Phoenix,4.5,Crudo,-112.0040831,Xk3inJcuBGLhavUcdlINZA,"3603 E Indian School Rd
Ste B
Phoenix, AZ 85018",AZ,33.4951572
4,1286,Scottsdale,4.5,Baja Beach Bar,-111.9261154,7Vqrh77SOYwZ3_AOK-TTiQ,"10500 N Scottsdale Rd
Scottsdale, AZ 85254",AZ,33.5818813
95,1287,Scottsdale,3.5,Z'Tejas Southwestern Grill,-111.9296765,duHUQFn7K-Ybs1rPI4AOEQ,"7014 E Camelback Rd
Scottsdale, AZ 85251",AZ,33.5025941
575,1288,Phoenix,4.5,Postino Arcadia,-111.996292,SDwYQ6eSu1htn8vHWv128g,"3939 E Campbell Ave
Phoenix, AZ 85018",AZ,33.502191
11,1289,Scottsdale,4.0,Karaikudi Palace,-111.892395,XGl6nL5I21Lm8XmkfnNvsw,"8752 E Shea Blvd
Ste C11
Scottsdale, AZ 85260",AZ,33.5824859
6,1290,Mesa,4.0,Whataburger,-111.873552,2qf-0qkDNh7r8iU0498htQ,"1947 W Broadway Rd
Mesa, AZ 85202",AZ,33.407131
6,1291,Scottsdale,3.5,Samurai Sam's Teriyaki Grill,-111.8629763,2E5iuTckRcbtJm2pC1tIlQ,"10105 E Via Linda
Scottsdale, AZ 85258",AZ,33.5733051
32,1292,Glendale,3.0,Genghis Grill - The Mongolian Stir Fry,-112.217296,qw8tzQGrA0lGgDBsMHAr9w,"7350 W Bell RD
Ste 201
Glendale, AZ 85308",AZ,33.638626
106,1293,Phoenix,4.5,Phoenix Ranch Market III,-112.0462108,VXIkI9_EbDbYHeO9IzKjJg,"1602 E Roosevelt St
Phoenix, AZ 85006",AZ,33.4596905
24,1294,Phoenix,2.5,Taberna del Tequila,-112.026154,kPh2gPvd8moVx6gNf2iHsA,"Sky Harbor International Airport
Terminal 4, Concourse A
Phoenix, AZ 85034",AZ,33.439648
17,1295,Phoenix,3.5,Lim's Chinese Buffet,-112.0301549,VPwDQ-gsWAg44afMdNWKaA,"2412 E Greenway Rd
Phoenix, AZ 85032",AZ,33.6264522
32,1296,Chandler,3.5,Lollicup Coffee & Tea,-111.8589887,f9eFteZuBoZqzYg5UUrufw,"2050 N Alma School Rd
Chandler, AZ 85224",AZ,33.3366819
8,1297,Litchfield Park,4.0,Red's Bar & Grill,-112.358147,Io9LipJHJZqHAfO3nmiPAQ,"The Wigwam
451 Old Litchfield Rd
Litchfield Park, AZ 85340",AZ,33.499713
3,1298,Mesa,4.0,El Chavo Mexican Restaurant,-111.82249,2dJCG0ec0ZhFxIHLTI7EwA,"1101 N Mesa Dr
Mesa, AZ 85201",AZ,33.435243
170,1299,Scottsdale,3.5,Kona Grill,-111.9296765,fK7ujDbjhRFEe2D7eIwK4w,"7014 E Camelback Rd
Fashion Square Mall
Scottsdale, AZ 85251",AZ,33.5025941
29,1300,Phoenix,3.5,Sweet Tomatoes,-111.983342170715,NDHhzgMrTzr_38md_R5WKw,"4723 E. Ray Road
Phoenix, AZ 85044",AZ,33.3194479164846
3,1301,Fountain Hills,2.0,Pasquale's NY Kitchen,-111.715279,81EezG3hW6PdT6GHvSgNSA,"12015 N Saguaro Blvd
Fountain Hills, AZ 85268",AZ,33.595648
3,1302,Peoria,3.5,Jack In the Box,-112.253899,VaN93_qJshvhx_wAfOM7eA,"9066 W Olive Avenue
Peoria, AZ 85345",AZ,33.56683
5,1303,Phoenix,2.5,Chinese Gourmet Buffet,-112.173696,dCjIsHdc-IoOmfMt7qqZJA,"5301 W Indian School Rd
Phoenix, AZ 85031",AZ,33.494229
4,1304,Phoenix,4.0,Panda Express,-112.0611449,VTFx4ADDP6nPnlcMHB1-Ow,"903 E Bell Road
Suite 101
Phoenix, AZ 85022",AZ,33.6402546
18,1305,Scottsdale,3.5,House of Yang,-111.9271523,aI_RzGMU35cFL1St2HgPkw,"13802 N Scottsdale Rd
Scottsdale, AZ 85254",AZ,33.6119344
152,1306,Scottsdale,3.5,Eddie's House,-111.9292934,He9Dar4bk2vyeiPC7TkUgA,"7042 E Indian School Rd
Scottsdale, AZ 85250",AZ,33.4950947
147,1307,Phoenix,3.5,Havana Café,-111.9885861,yJr24Yy1K6bt2G9fX3_zPA,"4225 E Camelback Rd
Phoenix, AZ 85018",AZ,33.5092093
3,1308,Chandler,3.0,Pizza Factory,-111.8747445,lUhjcttOVyH9uNa0v6NFfw,"Chandler, AZ 85224",AZ,33.3260297
9,1309,Tempe,3.0,Manuel's Fine Mexican Food,-111.956194,NJTIb6bro3gmfo7Gp6rDLg,"1123 W Broadway Rd
Tempe, AZ 85282",AZ,33.4068759
3,1310,Gilbert,4.0,Uncle Bear's Bar & Grill,-111.8048599,hnw-5xX7i4C1po5X9i686Q,"825 S Cooper Road
Gilbert, AZ 85233",AZ,33.3345486
8,1311,Mesa,3.0,Pho Mesa,-111.875246,fH87P0kpjYbUULC9eoJQbA,"502 S Dobson Rd
Mesa, AZ 85209",AZ,33.405652
3,1312,Gilbert,3.0,El Taco Loco,-111.7214945,gLTGNPdAKC5B2ITt_Thfmw,"16751 E Williams Field Rd
Gilbert, AZ 85297",AZ,33.3068175
4,1313,Glendale,4.0,Hilberto's Mexican Food,-112.1522281,9tKxZSeZ3zmr4rvDtrpR0Q,"4306 W Olive Ave
Glendale, AZ 85302",AZ,33.5676866
5,1314,Phoenix,2.0,Keep It Simple,-112.0994328,AKd5OvHajbaxlofM-XE6vw,"13803 N 19th Ave
Phoenix, AZ 85023",AZ,33.6120261
93,1315,Phoenix,4.5,Middle Eastern Bakery & Deli,-112.0476668,IPsG_71MD8pwB9i3TKOJYg,"3052 N 16th St
Phoenix, AZ 85014",AZ,33.4837225
12,1316,Scottsdale,2.5,Pinon Grill,-111.92358,AZAd_Zhv4UiJZ1x2FRPqIA,"7401 N Scottsdale Rd
Scottsdale, AZ 85253",AZ,33.547495
6,1317,Mesa,4.5,El Pollo Loco,-111.86599,F6w31tLukw6LqiTCPK2Ssg,"949 N Dobson Rd
Mesa, AZ 85201",AZ,33.433909
26,1318,Phoenix,4.0,Red Robin,-111.9300279,Ane4XcpP7aWzhjd8SGiciQ,"7000 E Mayo Blvd
Phoenix, AZ 85054",AZ,33.6556844
108,1319,Scottsdale,3.0,Barrio Queen,-111.928258,bOB11LVavtN9PWTNwR52Tw,"7114 E Stetson Dr
Scottsdale, AZ 85251",AZ,33.498915
163,1320,Phoenix,3.0,Stingray Sushi,-112.0257401,wNUea3IXZWD63bbOQaOH-g,"2574 E Camelback Rd
Phoenix, AZ 85016",AZ,33.5096045
7,1321,Casa Grande,3.5,Barro's Pizza,-111.757105,5DanV2PGA1vk8i1Hhd8JrQ,"2820 N Pinal Ave
Casa Grande, AZ 85122",AZ,32.924178
54,1322,Phoenix,3.5,Eastwind Restaurant,-111.9778024,3N__CAwM5VZOhRKmxMtImw,"13637 N Tatum Blvd
Phoenix, AZ 85032",AZ,33.6106247
5,1323,Mesa,2.0,Filibertos,-111.683314,P3ghyKxe861PXzZM7vJyjQ,"2737 N Power Rd
Mesa, AZ 85207",AZ,33.465772
55,1324,Scottsdale,3.5,Blue Burrito Grille,-111.923882961273,MAFjNfDWJRgWCw8IOC7mew,"7318 E Shea Blvd
Ste 101
Scottsdale, AZ 85260",AZ,33.5823408973639
9,1325,Phoenix,3.5,El Portal Restaurant,-112.0759024,10VZ8KEshqD5twjcmZ-eaw,"117 W Grant St
Phoenix, AZ 85003",AZ,33.441144
246,1326,Scottsdale,4.0,5th and Wine,-111.929223,s1dex3Z3QoqiK7V-zXUgAw,"7051 E 5th Ave
Scottsdale, AZ 85251",AZ,33.497568
68,1327,Tempe,3.0,Crazy Buffet,-111.964952945709,A4pL6j3e6JAtblmCUF2GZA,"7720 S Priest Dr
Tempe, AZ 85281",AZ,33.3480423402709
51,1328,Mesa,3.5,BJ's Restaurant & Brewhouse,-111.6890279,WBxuIQsxGl7vNe5MXYszCA,"6622 E. Superstition Springs Blvd.
Mesa, AZ 85206",AZ,33.3849754
17,1329,Scottsdale,2.5,Sugar Daddy's,-111.926895,WC2kLOCg0F_FvafrHUsrMg,"3102 N Scottsdale Rd
Scottsdale, AZ 85251",AZ,33.483281
291,1330,Scottsdale,4.0,Daily Dose,-111.9264472,e8FMAuTswDueAlLsNyLhcA,"4020 N Scottsdale Rd
Scottsdale, AZ 85251",AZ,33.4942423
16,1331,Phoenix,3.5,Macayo's Mexican Kitchen,-112.227821,E2BMYajnI3USNpABFdBn6Q,"7829 W Thomas Rd
Phoenix, AZ 85033",AZ,33.479524
7,1332,Scottsdale,4.5,Slices Pizza,-111.927951,gw1G9caRnvpTA7N079eFCA,"7111 E 5th Ave
Scottsdale, AZ 85251",AZ,33.498028
50,1333,Scottsdale,4.5,Atlas Bistro,-111.925588,dyd81TK9jY-WLt6UbMFWng,"2515 N Scottsdale Rd
Ste 18
Scottsdale, AZ 85257",AZ,33.475302
4,1334,Glendale,4.0,Taco Bell,-112.1666618,MQkR2Y91ASYxTcjDQ53XcQ,"4950 W Thunderbird Rd
Glendale, AZ 85306",AZ,33.6110117
17,1335,Glendale,3.5,Lenny's Burger Shop,-112.1819312,UksBiIoqV0sr4kcqBOE4nQ,"5713 W Glendale Ave
Glendale, AZ 85301",AZ,33.5384636
41,1336,Glendale,3.5,Carrabba's Italian Grill,-112.1810524,LmVcYycG_VI3S6RNgqiriw,"5646 West Bell Road
Glendale, AZ 85308",AZ,33.6389129
4,1337,Mesa,3.0,Applebee's Neighborhood Grill & Bar,-111.787773,bNGR0iQTx8hXRmQv4hV5gw,"2032 E Baseline Road
Mesa, AZ 85204",AZ,33.379496
43,1338,Scottsdale,3.5,Prankster's Too,-111.9105545,9SKdOoDHcFoxK5ZtsgHJoA,"7919 E Thomas Rd
Scottsdale, AZ 85251",AZ,33.4801716
735,1339,Tempe,4.5,Four Peaks Brewing Co,-111.915926,JokKtdXU7zXHcr20Lrk29A,"1340 E 8th St
Ste 104
Tempe, AZ 85281",AZ,33.4194512
20,1340,Chandler,3.5,Red Robin,-111.8994101,zoHCkEiIKfXiLTKUqKEojQ,"3420 W Chandler Blvd
Chandler, AZ 85226",AZ,33.30576
206,1341,Scottsdale,4.0,Pita Jungle,-111.9223917,Ez2MFsVT5lJZ05yvK_0AXQ,"7366 E. Shea Blvd.
Scottsdale, AZ 85260",AZ,33.5840123
5,1342,Sun City,1.5,New China Super Buffet,-112.294278,NPxgifo782JgvfIDyDOTnQ,"10801 Grand Ave
Sun City, AZ 85351",AZ,33.603332
175,1343,Scottsdale,3.5,Cien Agaves Tacos & Tequila,-111.925316,KoIRdcIfh3XWxiCeV1BDmA,"7228 E 1st Ave
Scottsdale, AZ 85251",AZ,33.4942939
7,1344,Tempe,3.5,Sub Factory,-111.893092,-wwJIaO7-diyEqxGwZKVuQ,"2155 E University Dr
Tempe, AZ 85281",AZ,33.421385
12,1345,Casa Grande,3.5,Golden Corral,-111.697382,usy2G5R9MWwtW4TF8obg9w,"2082 E Florence Blvd
Casa Grande, AZ 85122",AZ,32.879795
44,1346,Tempe,3.5,Vine Tavern & Eatery,-111.9268353,onwUqByAIhtkyJsEITV5lQ,"801 E Apache Blvd
Tempe, AZ 85281",AZ,33.4145027
32,1347,Tempe,4.0,Philly's,-111.9266107,XyE2QzPQjhvMXpSyw5Kvog,"1826 N Scottsdale Rd
Tempe, AZ 85281",AZ,33.4498179
10,1348,Tempe,3.0,The Sets,-111.937591,74hGYtpaERi2FYKo5bP99Q,"93 E Southern Ave
Tempe, AZ 85282",AZ,33.3928751
6,1349,Gilbert,2.5,Amarone Ristorante,-111.7382907,W6QLszaazEoEOAc10UqtQA,"832 S Greenfield Rd
Gilbert, AZ 85296",AZ,33.3355888
75,1350,Phoenix,4.0,That's a Wrap,-112.063826,FFCkoA_L3cqYXtHtLyvxwA,"800 E Camelback Rd
Phoenix, AZ 85014",AZ,33.5095
8,1351,Scottsdale,3.0,Quiznos,-111.923117,g--Qvh7JzgsX6B1gdEJ1SA,"4280 N Drinkwater Blvd
Scottsdale, AZ 85251",AZ,33.497888
27,1352,Gila Bend,3.0,Space Age Restaurant,-112.7128951,dMXYzSsh7CnIX_6KixDW8A,"401 E Pima St
Gila Bend, AZ 85337",AZ,32.9479262
3,1353,Tempe,3.0,Chili's Grill & Bar,-111.957761,HTpBzBg3OLU-lQUqRIqoiw,"1190 W Elliot Rd
Tempe, AZ 85284",AZ,33.349572
4,1354,Chandler,4.5,Tortas El Güero,-111.8412128,dBMd0f09nJCHURtmGHQPIQ,"611 N Arizona Ave
Chandler, AZ 85225",AZ,33.314
10,1355,Tempe,4.0,The Beach Pit,-111.940246582031,G1LaLNJObuAwZGAcJ7OY0Q,"414 S Mill Ave
Tempe, AZ 85281",AZ,33.4259376525879
12,1356,Glendale,3.5,Lil Deemos Family Bistro,-112.18441,Eeonj15SXvfR6kgvh8BOWw,"5830 W Thunderbird Rd
Ste B4
Glendale, AZ 85306",AZ,33.612401
3,1357,Buckeye,3.0,Pizza Factory,-112.5213977,t6EzCDJEqB0DVBq4XQv6Ow,"21699 W Yuma Rd
Ste A109
Buckeye, AZ 85326",AZ,33.4356689
3,1358,Gilbert,2.5,Panda Express,-111.790625,9qxRn-qokwlmnRnv6-baLA,"756 S Gilbert Road
Gilbert, AZ 85296",AZ,33.335942
43,1359,Scottsdale,2.5,Scottsdale Mondrian,-111.924226,cpjNtM6Hzs3YjTBFEFcL-Q,"7353 E Indian School Rd
Scottsdale, AZ 85251",AZ,33.49447
83,1360,Chandler,4.5,Kai,-111.9918702,T9iBSa4pxYXP129pHlt5Sg,"5594 W Wild Horse Pass Blvd
Chandler, AZ 85226",AZ,33.2664769
6,1361,Chandler,4.0,Jimmy John's,-111.899807453156,IBNHRj-NLfA-FlKnWxZDQg,"3395 W Chandler Blvd
Chandler, AZ 85226",AZ,33.3050485514612
4,1362,Mesa,3.5,Oasian Noodle Bar,-111.7537779,wLf2cuW-Duru3stafucGZg,"1935 S Val Vista Dr
Mesa, AZ 85204",AZ,33.3806084
7,1363,Glendale,3.5,Chipotle Mexican Grill,-112.185498,UAATzhTdfd43S8F0SwXDcw,"5849 W Northern Ave
Glendale, AZ 85301",AZ,33.552543
5,1364,Phoenix,4.5,Cisco's Grill,-112.0857291,LRxH8V5JaPt9mvav6F_1tg,"902 W Van Buren St
Phoenix, AZ 85007",AZ,33.4514806
120,1365,Phoenix,4.5,32 SHEA,-112.0131291,XU5Fb3TosXDUJcNRWQM5cA,"10626 N 32nd St
Phoenix, AZ 85028",AZ,33.5832073
5,1366,Tempe,3.0,Taco Bell,-111.929856,vdSqetuu1LehZiiBu8hSXg,"9960 S Rural Road
Tempe, AZ 85284",AZ,33.320492
36,1367,Scottsdale,3.5,Zipps Sports Grill,-111.9004505,x6koVXXoyrR54_EsqOv75w,"8380 E Via De Ventura
Scottsdale, AZ 85258",AZ,33.5546172
15,1368,Surprise,3.0,Buffalo Wild Wings,-112.3590018,J7DYRCtU9Tdtja5c7k1sjQ,"13882 W Bell Rd
Surprise, AZ 85374",AZ,33.6390308
3,1369,Scottsdale,3.5,Subway,-111.864038,rfAifR-peeyLh3-deq-G4A,"10101 E Bell Road
Scottsdale, AZ 85260",AZ,33.639419
12,1370,Queen Creek,4.0,Barro's Pizza,-111.683607,IK96VREFllaz3sj65ZmkYQ,"18521 E Queen Creek Rd
Queen Creek, AZ 85242",AZ,33.265725
20,1371,Gilbert,3.5,YC's Mongolian Grill,-111.6875804,chFzObJSoxAbVlFfgk5JRg,"4770 E Ray Rd
Ste 101
Gilbert, AZ 85296",AZ,33.3220187
